,id,gender,age,topic,sign,grupo_edad,Freq,cluster,embd_x_coord,embd_y_coord,embd_z_coord
4665,4284865,female,13,Student,Aquarius,A,2,4,-343.01621228985374,-477.5685440427421,-702.9094791472864
4666,3614493,male,25,indUnk,Capricorn,B,7,0,597.9965639900616,119.3713551753964,0.4711261130646125
4667,3531632,female,23,Student,Libra,B,4,0,410.1471707121798,81.75230011627328,0.2528076090105683
4668,3707963,female,15,indUnk,Libra,A,4,3,-266.524606644378,-371.42957647097546,815.6717106564183
4669,3336217,female,15,indUnk,Aquarius,A,24,3,-266.52460664437734,-371.42957647097404,815.6717106564163
4670,4209136,male,26,indUnk,Aquarius,B,5,0,601.9357729527195,120.16218479889352,0.4733478245722368
4671,2479244,male,15,Student,Capricorn,A,77,4,-343.0162122898552,-477.56854404274145,-702.9094791472846
4672,3677572,female,24,Publishing,Scorpio,B,6,0,346.47549302365593,69.8661256205776,0.20985615557774048
4673,3997925,female,26,Communications-Media,Scorpio,B,20,0,370.78198077208185,73.856870184884,0.21696490944811878
4674,4038463,female,33,indUnk,Scorpio,C,9,2,-504.82276878112066,790.8293818919383,0.5403256318493981
4675,3175255,female,27,Science,Aries,B,45,0,241.47985814740457,48.47966609527701,0.14618125976595933
4676,3926231,female,17,indUnk,Gemini,A,7,3,-266.5246066443765,-371.4295764709739,815.6717106564133
4677,3871907,male,39,Law,Scorpio,C,29,2,-504.67307779257806,790.524754192349,0.5344019929052
4678,2182344,female,24,Student,Virgo,B,9,0,570.0932007149742,113.51397050120546,0.3275770778858073
4679,1733774,male,25,indUnk,Leo,B,5,0,764.4847243263029,152.44136804142283,0.5496734825105399
4680,4185692,female,15,indUnk,Taurus,A,14,3,-266.52460664437706,-371.42957647097444,815.671710656416
4681,3326197,male,15,Student,Aries,A,14,4,-343.0162122898556,-477.5685440427409,-702.9094791472877
4682,3974835,female,24,Student,Scorpio,B,3,0,570.0932007149755,113.51397050120643,0.3275770778782074
4683,1693155,female,17,Communications-Media,Sagittarius,A,56,1,-106.13110357622298,-147.1390603583211,-10.349145205661813
4684,3435602,female,27,Student,Virgo,B,8,0,570.0932007149704,113.51397050120661,0.32757707788499435
4685,3835889,male,17,Student,Cancer,A,10,4,-343.0162122898552,-477.56854404274185,-702.9094791472875
4686,4211071,female,17,Education,Sagittarius,A,13,1,-119.14961192585514,-162.61043260870107,-9.441732579121584
4687,3612938,female,34,Internet,Aquarius,C,49,2,-503.660407578056,788.8744400020787,0.5320208904654535
4688,3497525,male,16,Student,Gemini,A,18,4,-343.01621228985454,-477.5685440427434,-702.909479147283
4689,3684443,male,25,indUnk,Aries,B,14,0,764.484724326308,152.44136804142033,0.5496734825083885
4690,3714729,female,16,BusinessServices,Sagittarius,A,3,1,-108.59868862435273,-149.7342362649403,-11.312851416239862
4691,4237404,male,17,Student,Virgo,A,12,4,-392.0171184000216,-545.0265389784115,-707.6528523735659
4692,3365858,female,17,indUnk,Aquarius,A,21,3,-291.15212771836565,-405.55205282411663,813.256541858706
4693,3479860,male,41,Communications-Media,Cancer,C,34,2,-504.7067129245979,790.5221319319129,0.5334080202252158
4694,3877108,female,27,Student,Pisces,B,7,0,572.6959992882536,114.03145640264395,0.3291278217660537
4695,3986835,female,15,Student,Pisces,A,10,4,-342.3468898795982,-476.6378335100659,-702.8991812416988
4696,3534286,female,39,Government,Taurus,C,5,2,-504.66984512012294,790.5195507387418,0.5341460746666146
4697,3052828,female,34,Internet,Capricorn,C,71,2,-504.70408819463177,790.5110403549397,0.5330985461948402
4698,3377416,female,23,indUnk,Aries,B,10,0,764.4847243263081,152.44136804142084,0.5496734825120707
4699,3577235,male,23,Student,Scorpio,B,8,0,570.0932007149713,113.51397050120683,0.32757707788494755
4700,2968498,female,26,Consulting,Aries,B,27,0,491.2500277472775,98.18865672036293,0.2746299782671352
4701,4173899,female,24,Non-Profit,Sagittarius,B,16,0,490.79087860495133,98.43089261734099,0.2721594327186594
4702,3809769,female,25,indUnk,Taurus,B,5,0,764.4847243263043,152.44136804142298,0.5496734825089556
4703,2634569,male,25,Technology,Taurus,B,23,0,548.0958214226578,108.86244734470968,0.27901731700225735
4704,3946724,female,25,indUnk,Capricorn,B,14,0,764.4847243263024,152.4413680414247,0.5496734825068181
4705,3890293,male,24,Biotech,Capricorn,B,4,0,491.66171635029866,97.90919196437294,0.27518007537820854
4706,2311002,female,26,Telecommunications,Sagittarius,B,152,0,491.2503517274831,98.19095718272666,0.27474425326957064
4707,4228703,male,27,indUnk,Taurus,B,4,0,764.4847243263034,152.44136804142613,0.5496734825093352
4708,4180672,male,24,Government,Libra,B,5,0,491.03863817545204,98.3228050009068,0.27414367404046436
4709,1382785,male,23,indUnk,Scorpio,B,26,0,764.4847243263016,152.4413680414223,0.5496734825083733
4710,3561710,female,26,indUnk,Sagittarius,B,25,0,763.0373753511752,152.15326935905702,0.5487638628918408
4711,3534933,female,16,Education,Pisces,A,5,1,-118.48030463005628,-161.67975913493964,-9.431877548149505
4712,2641696,female,15,Student,Libra,A,130,4,-342.3468898795981,-476.6378335100661,-702.8991812416998
4713,2383317,female,26,indUnk,Taurus,B,122,0,764.4847243262986,152.44136804142425,0.5496734825108739
4714,4008716,female,14,Student,Taurus,A,5,4,-342.34688987959817,-476.6378335100671,-702.8991812416984
4715,3961367,male,16,Student,Sagittarius,A,3,4,-342.34688987959777,-476.63783351006697,-702.899181241702
4716,3762386,male,16,indUnk,Aquarius,A,14,3,-265.85528277392854,-370.49886340255375,815.6805790040917
4717,3815829,male,25,Accounting,Virgo,B,12,0,595.0436368965891,118.49311161137885,0.3084644004491089
4718,3536338,male,27,Technology,Gemini,B,4,0,548.0958214226549,108.86244734470935,0.27901731700213367
4719,3519051,female,16,indUnk,Gemini,A,17,3,-265.85528277392785,-370.49886340255296,815.6805790040912
4720,3316539,male,23,indUnk,Aquarius,B,168,0,764.4847243263063,152.44136804141908,0.5496734825062217
4721,3456513,male,16,indUnk,Libra,A,20,3,-265.85528277392814,-370.4988634025531,815.6805790040938
4722,3359611,male,16,Student,Gemini,A,12,4,-342.34688987959953,-476.637833510068,-702.899181241697
4723,3840047,male,17,Student,Taurus,A,6,4,-342.3468898795982,-476.6378335100649,-702.8991812416998
4724,3393193,male,25,indUnk,Scorpio,B,9,0,761.881922908233,151.92388144483766,0.548122630729909
4725,4297060,female,14,Education,Leo,A,4,1,-118.48030463005736,-161.6797591349399,-9.431877548147664
4726,3732823,male,14,Student,Scorpio,A,14,4,-342.3468898795971,-476.6378335100639,-702.8991812416991
4727,1756819,female,23,Technology,Virgo,B,111,0,548.095821422656,108.86244734471072,0.2790173170007595
4728,3699232,male,17,indUnk,Leo,A,34,3,-265.85528277392905,-370.4988634025549,815.6805790040944
4729,3456542,male,35,Non-Profit,Capricorn,C,208,2,-504.61583861733396,790.4032887453518,0.531968761162428
4730,4280352,male,24,Law,Aquarius,B,6,0,491.03561332199126,98.32405976455131,0.27443724154295046
4731,3363883,male,25,Technology,Aquarius,B,34,0,548.0958214226571,108.86244734470885,0.2790173170019218
4732,4287731,female,24,indUnk,Aries,B,4,0,764.4847243263068,152.44136804142076,0.5496734825083389
4733,2535854,male,16,Student,Pisces,A,191,4,-342.34688987959817,-476.6378335100663,-702.8991812416984
4734,3810788,female,15,Non-Profit,Leo,A,6,1,-111.14372798104752,-152.23457487160263,-9.926063585348665
4735,3392068,female,23,indUnk,Aries,B,22,0,764.4847243263023,152.4413680414186,0.5496734825083607
4736,1845692,male,14,indUnk,Leo,A,40,3,-265.855282773928,-370.49886340255165,815.680579004091
4737,4206816,male,23,Arts,Taurus,B,10,0,491.0352345133162,97.7720615254023,0.2581146464089855
4738,1031806,male,17,Technology,Sagittarius,A,400,1,-105.00789890993158,-139.84185190535342,-12.60494981478848
4739,3027884,female,33,Non-Profit,Aquarius,C,39,2,-504.61583861733374,790.4032887453465,0.5319687611597422
4740,3861356,male,27,Technology,Scorpio,B,2,0,548.0958214226555,108.86244734471093,0.27901731700138466
4741,23676,male,33,Technology,Scorpio,C,12,2,-504.6614598173531,790.2915591629599,0.5258426192885854
4742,1806987,female,25,indUnk,Capricorn,B,66,0,763.0373753511695,152.15326935905694,0.5487638628901863
4743,4136943,male,27,Technology,Sagittarius,B,23,0,548.0958214226553,108.86244734471097,0.2790173170028516
4744,3755889,female,15,indUnk,Capricorn,A,3,3,-265.8552827739289,-370.4988634025552,815.6805790040924
4745,4270762,female,24,Student,Pisces,B,6,0,572.6959992882598,114.03145640263766,0.3291278217654601
4746,4043201,female,35,indUnk,Cancer,C,26,2,-504.82276878112066,790.8293818919383,0.5403256318454461
4747,4152724,female,25,indUnk,Pisces,B,11,0,763.0373753511717,152.15326935905438,0.5487638628917986
4748,3368908,male,33,indUnk,Pisces,C,1,2,-504.82276878112134,790.8293818919393,0.5403256318486932
4749,3685443,male,25,Technology,Capricorn,B,3,0,548.0958214226564,108.86244734470829,0.27901731700209015
4750,3645756,female,16,Student,Pisces,A,5,4,-342.3468898796009,-476.6378335100655,-702.8991812417005
4751,3701619,female,33,indUnk,Leo,C,5,2,-504.8227687811212,790.8293818919356,0.5403256318498306
4752,3854680,female,14,Student,Aquarius,A,24,4,-342.34688987960055,-476.6378335100673,-702.8991812416978
4753,1987953,male,17,Student,Libra,A,82,4,-342.3468898795991,-476.6378335100644,-702.8991812416992
4754,4160430,male,17,Student,Gemini,A,6,4,-342.3468898795992,-476.63783351006475,-702.8991812416991
4755,4122054,female,17,indUnk,Gemini,A,8,3,-265.85528277392825,-370.4988634025532,815.680579004091
4756,3100022,female,27,Education,Taurus,B,54,0,538.0785950397851,106.63269924340852,0.26414484097683166
4757,2447679,female,37,Non-Profit,Sagittarius,C,182,2,-504.6158386173334,790.4032887453477,0.5319687611632115
4758,3860975,female,36,RealEstate,Leo,C,6,2,-504.7138808322524,790.5675322126914,0.5346205852151318
4759,3936316,male,48,Museums-Libraries,Scorpio,C,275,2,-506.7959449408371,793.8432250579499,0.5370150051190659
4760,3508102,female,17,indUnk,Capricorn,A,38,3,-265.85528277392984,-370.4988634025548,815.6805790040951
4761,4110425,female,17,indUnk,Aries,A,12,3,-265.8552827739282,-370.4988634025546,815.6805790040899
4762,3689737,female,25,indUnk,Leo,B,85,0,763.0373753511728,152.15326935905475,0.5487638628897393
4763,3946627,male,26,indUnk,Libra,B,13,0,756.1957789840187,150.79491761921926,0.5448236314594752
4764,3997209,male,13,indUnk,Pisces,A,9,3,-265.855282773928,-370.4988634025516,815.6805790040931
4765,3690648,female,13,Student,Virgo,A,18,4,-342.34688987959817,-476.637833510066,-702.8991812417017
4766,1764527,male,16,Student,Virgo,A,242,4,-342.3468898795994,-476.63783351006884,-702.8991812416987
4767,4042699,male,25,indUnk,Taurus,B,5,0,764.4847243263015,152.4413680414239,0.5496734825070715
4768,3593343,female,15,Sports-Recreation,Aquarius,A,9,1,-108.50415924693358,-150.8622637856928,-10.515266074237903
4769,3896118,male,14,Student,Aries,A,8,4,-342.3468898795976,-476.6378335100676,-702.8991812416965
4770,4166693,female,24,Education,Cancer,B,30,0,538.0785950397848,106.63269924340828,0.26414484097768964
4771,3846924,female,34,indUnk,Aquarius,C,13,2,-506.9070779281843,794.1100336551057,0.5428251765789994
4772,3411567,female,24,Biotech,Aquarius,B,48,0,491.6617163502952,97.90919196437275,0.2751800753789495
4773,3205717,male,26,Communications-Media,Aquarius,B,57,0,491.5704255368355,97.8395394091734,0.27067212173405153
4774,3571034,male,27,Engineering,Cancer,B,12,0,457.41990893940954,91.5876839505762,0.2677258483147412
4775,3936925,female,17,Student,Pisces,A,7,4,-342.3468898795974,-476.6378335100657,-702.8991812416958
4776,3370344,female,15,indUnk,Pisces,A,8,3,-265.85528277392734,-370.49886340255426,815.6805790040875
4777,3773752,male,23,Communications-Media,Aries,B,11,0,491.57042553683624,97.83953940917374,0.27067212173503796
4778,3842098,male,23,indUnk,Gemini,B,20,0,764.4847243263046,152.44136804142573,0.549673482507427
4779,4278719,male,17,indUnk,Capricorn,A,5,3,-265.85528277392837,-370.4988634025534,815.6805790040929
4780,1986106,female,24,indUnk,Pisces,B,57,0,764.4847243263016,152.44136804142286,0.5496734825099016
4781,3547483,female,23,indUnk,Virgo,B,5,0,761.8819229082271,151.92388144484414,0.5481226307285123
4782,3493670,male,17,Student,Pisces,A,21,4,-342.3468898795974,-476.6378335100671,-702.8991812416964
4783,3483306,male,23,Manufacturing,Gemini,B,18,0,491.2554664916742,98.19538916194963,0.27505804374021947
4784,3083196,female,23,Tourism,Virgo,B,17,0,491.2517725619826,98.19151234460038,0.2748591480935201
4785,3551123,male,41,Technology,Libra,C,3,2,-504.661459817357,790.2915591629605,0.5258426192885284
4786,4244905,male,15,indUnk,Sagittarius,A,10,3,-265.85528277392757,-370.49886340255284,815.6805790040905
4787,3609217,female,17,indUnk,Pisces,A,8,3,-265.85528277392757,-370.4988634025516,815.680579004092
4788,3402723,male,45,Engineering,Aquarius,C,48,2,-504.6658380787533,790.5245535975534,0.5343471662244935
4789,4273431,male,14,Student,Scorpio,A,4,4,-342.3468898795974,-476.6378335100658,-702.8991812416994
4790,3391631,female,45,indUnk,Taurus,C,8,2,-504.82276878112384,790.8293818919346,0.5403256318480247
4791,4113989,male,26,indUnk,Aries,B,14,0,764.4847243263007,152.44136804141993,0.5496734825080656
4792,3588087,female,26,Environment,Pisces,B,12,0,491.6648331093683,97.90979290471432,0.2752790735310816
4793,4092411,female,14,indUnk,Cancer,A,6,3,-265.85528277392876,-370.4988634025515,815.6805790040935
4794,3613654,male,14,Student,Libra,A,3,4,-342.34688987959595,-476.6378335100658,-702.8991812416965
4795,3143116,male,25,Education,Scorpio,B,66,0,538.0785950397872,106.6326992434086,0.2641448409782563
4796,4250750,female,16,Sports-Recreation,Pisces,A,7,1,-108.5041592469334,-150.8622637856934,-10.515266074238818
4797,3571569,female,34,indUnk,Gemini,C,4,2,-504.8227687811202,790.8293818919368,0.5403256318487967
4798,3427664,male,35,indUnk,Taurus,C,189,2,-504.82276878112043,790.8293818919379,0.5403256318474438
4799,3975437,female,23,Automotive,Aries,B,6,0,485.43055988684097,96.86265942304794,0.27332573335705
4800,3662845,male,16,indUnk,Scorpio,A,41,3,-265.8552827739288,-370.4988634025542,815.6805790040931
4801,3953305,female,24,indUnk,Scorpio,B,36,0,758.4130585383868,151.23556819502255,0.5461445529396266
4802,3686696,female,23,Student,Aquarius,B,52,0,566.6243400416913,112.82565804352465,0.3255991371120972
4803,4005006,male,17,Student,Scorpio,A,23,1,-107.47731291261766,-149.59852672595895,-215.83383067345252
4804,4112062,male,23,Technology,Virgo,B,9,0,542.0241654724006,107.65665065868826,0.2754887843991166
4805,4041322,female,15,indUnk,Pisces,A,8,3,-265.85528277392706,-370.49886340255136,815.6805790040899
4806,8173,male,42,indUnk,Capricorn,C,973,2,-504.8227687811216,790.8293818919366,0.5403256318466972
4807,3432338,male,24,indUnk,Pisces,B,3,0,758.4130585383889,151.23556819501945,0.5461445529414487
4808,4211352,female,27,Government,Pisces,B,8,0,484.9669840064952,97.11700478184675,0.2706150365284704
4809,3736362,male,45,Automotive,Scorpio,C,2,2,-504.7101371343299,790.566136869241,0.5346546900441832
4810,3393261,male,24,Internet,Leo,B,16,0,485.54041244063217,96.66750461933587,0.2691620088978877
4811,3328962,female,25,indUnk,Taurus,B,30,0,758.4130585383966,151.23556819501508,0.546144552938802
4812,3206777,male,24,Education,Libra,B,68,0,534.3231614646729,105.88812430369578,0.2620885330124556
4813,3218572,male,36,Technology,Leo,C,4,2,-504.661459817353,790.2915591629618,0.525842619290436
4814,3851842,male,16,Student,Cancer,A,5,1,-107.47731291261843,-149.59852672595727,-215.83383067345332
4815,4336651,female,25,Tourism,Sagittarius,B,1,0,487.496337779825,97.44693464920617,0.2728027398886007
4816,3342873,male,15,Student,Aquarius,A,30,1,-107.4773129126177,-149.59852672595758,-215.83383067345343
4817,4236192,female,15,Student,Aries,A,1,1,-107.47731291261792,-149.5985267259577,-215.83383067345457
4818,4053400,female,24,Fashion,Virgo,B,14,0,489.3423533206278,97.44409803281954,0.2735110473268704
4819,1685189,female,15,Arts,Pisces,A,5,1,-114.14045084358816,-156.53048317541914,-10.339669409995647
4820,3940997,female,23,Student,Aries,B,1,0,566.6243400416914,112.82565804352352,0.32559913711303784
4821,3488746,female,13,indUnk,Libra,A,7,3,-265.8552827739294,-370.49886340255426,815.6805790040944
4822,4320317,female,14,Student,Scorpio,A,1,1,-107.4773129126175,-149.59852672595815,-215.83383067345275
4823,2416268,female,16,Student,Libra,A,124,1,-107.47731291261702,-149.59852672595855,-215.83383067345224
4824,3649109,male,23,indUnk,Sagittarius,B,9,0,764.4847243263059,152.44136804142465,0.5496734825087555
4825,3946933,male,24,Student,Libra,B,11,0,572.6959992882527,114.0314564026419,0.3291278217640707
4826,3633519,male,24,HumanResources,Aries,B,4,0,487.74428829362216,97.31993273540247,0.27462350977740524
4827,4312497,male,27,Science,Virgo,B,140,0,491.2335357409118,98.17401738436814,0.2738760308162115
4828,3341108,male,17,Education,Aries,A,16,1,-118.48030463005685,-161.67975913494075,-9.431877548149068
4829,3672882,male,16,indUnk,Gemini,A,2,3,-265.8552827739274,-370.49886340255205,815.6805790040916
4830,3649827,female,16,Student,Aquarius,A,40,1,-107.4773129126177,-149.59852672595773,-215.83383067345272
4831,3328035,male,26,Engineering,Taurus,B,7,0,491.2199611561093,98.16028343389438,0.2729318194699779
4832,3832197,female,45,Education,Sagittarius,C,6,2,-504.61329122444175,790.0621709170316,0.5237777635172883
4833,4211564,male,26,indUnk,Scorpio,B,10,0,760.7292834735201,151.69679044024346,0.5476169154305052
4834,4211768,female,17,indUnk,Libra,A,3,3,-265.855282773928,-370.49886340255443,815.6805790040919
4835,3596396,male,14,Student,Virgo,A,8,1,-107.47731291261715,-149.5985267259581,-215.83383067345355
4836,3820228,male,16,Student,Libra,A,7,1,-107.47731291261714,-149.5985267259576,-215.83383067345176
4837,3346538,male,35,Construction,Taurus,C,10,2,-504.7154939932096,790.589212389085,0.5352979771157553
4838,4032945,female,26,Consulting,Cancer,B,17,0,538.2411870158243,107.29204834451215,0.2844581431958968
4839,3574150,female,27,indUnk,Taurus,B,5,0,811.4758972569688,161.54472262048967,0.5595015065398201
4840,4159899,female,34,Internet,Pisces,C,13,2,-504.7040881946331,790.5110403549384,0.5330985461960743
4841,3751084,male,17,Student,Sagittarius,A,2,1,-107.47731291261763,-149.59852672595787,-215.83383067345284
4842,3431994,male,39,Manufacturing,Scorpio,C,7,2,-504.7049661985473,790.5611827896624,0.5346314160884174
4843,3949181,female,17,indUnk,Gemini,A,3,3,-265.8552827739282,-370.49886340255455,815.6805790040913
4844,3237553,male,13,indUnk,Taurus,A,15,3,-265.8552827739287,-370.4988634025546,815.6805790040931
4845,3744317,female,26,indUnk,Capricorn,B,14,0,811.4758972569718,161.54472262048907,0.5595015065398409
4846,3492625,female,13,Student,Virgo,A,7,1,-107.47731291261653,-149.59852672595753,-215.8338306734525
4847,2765922,female,27,Government,Virgo,B,14,0,538.0297901569162,107.42620125264783,0.28397182122255943
4848,3993110,female,24,indUnk,Aries,B,26,0,807.7204573546734,160.80014556988425,0.5574449785905771
4849,3858580,male,33,Museums-Libraries,Cancer,C,6,2,-504.7116359844187,790.5625737528171,0.5345154709460489
4850,3813751,male,36,Law,Capricorn,C,13,2,-504.6730777925802,790.5247541923477,0.5344019929054872
4851,4206972,male,26,Arts,Sagittarius,B,4,0,538.0263863774487,106.87543877865038,0.2679422086687587
4852,1785607,male,24,Student,Capricorn,B,101,0,619.6871625983439,123.13482414524465,0.3389554244620291
4853,3728630,male,16,indUnk,Cancer,A,2,3,-265.85528277392854,-370.4988634025531,815.6805790040922
4854,3687678,male,17,Student,Capricorn,A,28,1,-107.47731291261806,-149.59852672595807,-215.83383067345352
4855,3482739,male,40,Technology,Scorpio,C,11,2,-504.6614598173531,790.2915591629643,0.5258426192874025
4856,3710982,male,23,Student,Capricorn,B,2,0,619.6871625983446,123.13482414524371,0.3389554244596529
4857,3432763,female,26,Accounting,Leo,B,8,0,595.0436368965867,118.49311161137749,0.3084644004507022
4858,1442904,male,39,indUnk,Virgo,C,6,2,-504.8227687811224,790.8293818919354,0.540325631849837
4859,3352192,male,13,Science,Sagittarius,A,274,1,-106.41995464953024,-148.06534338502718,-9.934940905706485
4860,4247106,female,13,Student,Sagittarius,A,2,1,-107.47731291261782,-149.59852672595795,-215.83383067345395
4861,4286661,female,16,Student,Gemini,A,1,1,-107.47731291261778,-149.5985267259581,-215.8338306734532
4862,566970,male,27,indUnk,Libra,B,11,0,809.2586182495111,161.10407235741675,0.558180607641532
4863,4110919,male,37,Technology,Virgo,C,3,2,-504.66145981735446,790.2915591629657,0.5258426192890127
4864,4235204,female,13,Religion,Cancer,A,4,1,-107.015334503077,-148.25342656055187,-9.640675077223596
4865,4065328,female,27,indUnk,Aquarius,B,24,0,809.2586182495013,161.10407235741914,0.558180607642213
4866,4197351,male,16,Student,Scorpio,A,7,1,-107.4773129126179,-149.5985267259586,-215.8338306734522
4867,3789261,male,23,indUnk,Virgo,B,4,0,809.2586182494997,161.10407235742235,0.5581806076439962
4868,3660786,female,16,Student,Gemini,A,9,1,-107.47731291261798,-149.59852672595792,-215.83383067345358
4869,4287161,male,17,indUnk,Gemini,A,2,3,-265.8552827739285,-370.49886340255483,815.6805790040896
4870,3234302,male,17,Government,Taurus,A,16,1,-107.28809590834906,-147.5549066044354,-9.792457251295591
4871,1052611,male,23,Student,Aries,B,22,0,617.4698859577173,122.6941745543701,0.33763461536200423
4872,3381861,female,24,Marketing,Aquarius,B,4,0,536.2212016282597,106.70587804789322,0.28298191002581113
4873,3914589,female,14,Student,Capricorn,A,17,1,-107.47731291261776,-149.59852672595812,-215.83383067345306
4874,3239761,male,16,Student,Capricorn,A,12,1,-107.47731291261859,-149.59852672595716,-215.83383067345446
4875,3151402,female,38,indUnk,Pisces,C,13,2,-504.82276878111975,790.8293818919358,0.5403256318494966
4876,3570196,female,24,indUnk,Cancer,B,1,0,809.2586182495021,161.1040723574246,0.5581806076429449
4877,3514206,female,24,indUnk,Virgo,B,2,0,811.4758972569709,161.54472262048802,0.5595015065399269
4878,4125723,female,42,indUnk,Gemini,C,7,2,-504.82276878112174,790.829381891938,0.5403256318478964
4879,3367430,male,27,Arts,Cancer,B,133,0,538.0263863774481,106.87543877864975,0.26794220866833013
4880,4070209,male,15,Student,Libra,A,7,1,-107.4773129126182,-149.59852672595764,-215.83383067345304
4881,3101043,male,16,indUnk,Virgo,A,65,3,-265.8552827739286,-370.49886340255443,815.6805790040903
4882,3785395,female,36,Education,Taurus,C,11,2,-504.61329122444107,790.0621709170313,0.5237777635185243
4883,3592182,female,25,Communications-Media,Virgo,B,7,0,538.5615958502349,106.94291899014023,0.2805001422328163
4884,3371985,female,16,Student,Virgo,A,8,1,-107.47731291261786,-149.59852672595696,-215.83383067345312
4885,3766476,male,23,Student,Virgo,B,6,0,619.6871625983486,123.13482414524185,0.3389554244614311
4886,4309186,female,15,Student,Cancer,A,2,1,-107.47731291261755,-149.59852672595753,-215.83383067345397
4887,4231214,male,17,Advertising,Leo,A,5,1,-105.0464360643183,-147.08730822596436,-4.598554717988208
4888,4293459,female,17,Student,Gemini,A,24,1,-107.4773129126178,-149.59852672595784,-215.83383067345326
4889,4106880,male,13,Technology,Capricorn,A,7,1,-105.00789890993106,-139.84185190535555,-12.604949814787808
4890,3490758,male,24,HumanResources,Sagittarius,B,6,0,538.4908916989959,107.16789738944709,0.2865081635201917
4891,771794,male,23,indUnk,Aquarius,B,93,0,809.258618249504,161.10407235742008,0.558180607646279
4892,4290734,female,14,Student,Virgo,A,4,1,-107.47731291261799,-149.59852672595787,-215.83383067345275
4893,3585229,male,16,Accounting,Taurus,A,54,1,-105.93063047500405,-147.87107769855174,-1.4381619872713802
4894,3320955,male,25,Technology,Sagittarius,B,11,0,591.0368246982639,117.16022484974701,0.28638389512588663
4895,4002909,female,27,indUnk,Virgo,B,7,0,811.4758972569708,161.54472262049245,0.5595015065400317
4896,3570683,female,17,Education,Virgo,A,19,1,-118.48030463005773,-161.67975913494044,-9.431877548148567
4897,3465792,female,15,Student,Sagittarius,A,52,1,-107.47731291261755,-149.59852672595835,-215.8338306734534
4898,4053134,male,16,indUnk,Taurus,A,19,3,-265.85528277392945,-370.4988634025526,815.6805790040974
4899,3676408,female,25,Communications-Media,Virgo,B,4,0,538.5615958502344,106.94291899014152,0.2805001422328527
4900,3315082,male,17,Student,Pisces,A,14,1,-107.47731291261783,-149.59852672595724,-215.8338306734533
4901,3759760,male,15,Student,Virgo,A,25,1,-107.47731291261717,-149.59852672595844,-215.83383067345247
4902,3608639,male,24,Construction,Aquarius,B,4,0,538.2488439378482,107.3014347427245,0.2850312290194827
4903,3336111,female,24,indUnk,Virgo,B,28,0,811.4758972569746,161.5447226204894,0.5595015065395625
4904,3688262,male,36,Manufacturing,Scorpio,C,21,2,-504.7049661985501,790.5611827896588,0.5346314160873218
4905,3990821,male,25,Sports-Recreation,Scorpio,B,14,0,538.4374783399674,107.1485691081803,0.2844373441048559
4906,1405024,female,24,indUnk,Cancer,B,178,0,811.475897256976,161.54472262048662,0.5595015065380263
4907,3859420,female,26,indUnk,Aries,B,8,0,811.4758972569759,161.54472262048884,0.5595015065365049
4908,3606952,male,24,indUnk,Libra,B,59,0,811.4758972569705,161.54472262049126,0.5595015065404898
4909,3760759,male,23,Banking,Aries,B,2,0,532.3752489588285,105.94802761361282,0.28125764781883683
4910,3788877,male,15,Arts,Virgo,A,17,1,-114.14045084358804,-156.53048317541908,-10.339669409995599
4911,3482824,male,27,Consulting,Aquarius,B,3,0,538.241187015824,107.29204834451413,0.284458143196101
4912,4167040,female,15,Student,Libra,A,12,1,-107.4773129126174,-149.59852672595716,-215.8338306734527
4913,2667280,female,24,Communications-Media,Capricorn,B,70,0,538.5615958502367,106.94291899014101,0.2805001422323549
4914,4095005,male,15,Student,Aquarius,A,4,1,-107.47731291261807,-149.59852672595795,-215.83383067345355
4915,316316,female,24,Education,Virgo,B,453,0,538.0785950397895,106.63269924340817,0.2641448409770068
4916,3546505,female,36,Arts,Scorpio,C,48,2,-504.61521949813704,790.2105002969886,0.5265768448654515
4917,3412947,male,26,Internet,Gemini,B,14,0,536.3859654083782,106.53603404113726,0.28119794865710546
4918,3922706,male,40,Arts,Leo,C,18,2,-504.61521949813994,790.2105002969905,0.5265768448621443
4919,3625448,female,16,indUnk,Virgo,A,102,3,-265.85528277392837,-370.4988634025538,815.6805790040939
4920,2534550,male,16,Student,Libra,A,78,1,-107.47731291261638,-149.59852672595724,-215.83383067345113
4921,3116219,female,15,Student,Gemini,A,7,1,-107.47731291261803,-149.598526725958,-215.83383067345264
4922,1496067,female,17,indUnk,Libra,A,43,3,-265.8552827739282,-370.49886340255375,815.6805790040929
4923,3642942,male,37,Consulting,Taurus,C,3,2,-386.97254120525344,605.9438867850537,0.3973447609184032
4924,1904603,female,25,indUnk,Capricorn,B,226,0,811.4758972569756,161.54472262049097,0.5595015065390213
4925,3200074,male,16,indUnk,Scorpio,A,10,3,-265.8552827739277,-370.49886340255466,815.680579004092
4926,3658073,male,17,Student,Gemini,A,2,1,-107.47731291261759,-149.59852672595764,-215.83383067345275
4927,3851365,female,45,Education,Cancer,C,10,2,-386.8937362762286,605.456098374855,0.3865723540739255
4928,3387097,male,24,Internet,Pisces,B,16,0,489.0092718438359,97.35581692201796,0.27113992052960256
4929,4293657,male,16,indUnk,Sagittarius,A,7,3,-265.8552827739283,-370.4988634025524,815.6805790040939
4930,3672077,male,17,Student,Pisces,A,7,1,-107.47731291261726,-149.59852672595815,-215.83383067345252
