id,gender,age,topic,sign,grupo_edad,Freq
4077130,female,24,Engineering,Libra,B,12
3910263,female,27,Non-Profit,Gemini,B,3
3651362,female,13,indUnk,Taurus,A,8
4225280,male,24,indUnk,Taurus,B,7
4045773,female,26,Communications-Media,Sagittarius,B,5
4212782,female,14,indUnk,Aries,A,1
3938145,female,36,Advertising,Cancer,C,12
3347658,female,24,Communications-Media,Aries,B,60
3516436,male,14,Internet,Sagittarius,A,14
3613484,female,17,Fashion,Taurus,A,117
4230950,male,42,InvestmentBanking,Aquarius,C,9
3491430,male,24,Student,Leo,B,27
3800368,male,15,Student,Virgo,A,11
4034799,male,23,Advertising,Sagittarius,B,4
3785455,female,17,Student,Sagittarius,A,6
3968616,female,33,indUnk,Gemini,C,6
3780951,female,17,Student,Aquarius,A,50
3998136,male,35,indUnk,Gemini,C,3
887681,female,26,Religion,Taurus,B,33
888601,female,24,indUnk,Libra,B,762
3980968,male,23,indUnk,Aquarius,B,10
4106901,male,13,indUnk,Capricorn,A,5
3416334,male,34,indUnk,Pisces,C,2
4061810,female,15,Student,Libra,A,5
4053096,male,17,Student,Libra,A,34
3968157,male,26,indUnk,Leo,B,17
17944,female,39,indUnk,Sagittarius,C,126
3511005,female,27,Accounting,Scorpio,B,31
3298367,female,15,indUnk,Pisces,A,10
2956196,male,17,indUnk,Sagittarius,A,42
3749732,female,34,indUnk,Pisces,C,22
3326689,male,14,indUnk,Cancer,A,52
3849614,male,14,Student,Pisces,A,5
3604870,male,26,Internet,Pisces,B,13
3348041,female,17,indUnk,Scorpio,A,9
3305334,male,44,Publishing,Aries,C,4
3730835,female,26,indUnk,Leo,B,12
3981585,male,26,Advertising,Gemini,B,3
4106647,male,27,Law,Scorpio,B,6
3304516,male,27,Technology,Pisces,B,123
3403539,female,27,Communications-Media,Leo,B,23
3841911,male,26,indUnk,Aries,B,2
3060902,male,17,Student,Aquarius,A,10
3474281,male,14,Museums-Libraries,Scorpio,A,90
3309541,male,37,Banking,Taurus,C,5
4049268,male,17,Military,Virgo,A,12
4333502,female,25,indUnk,Scorpio,B,1
4250058,female,27,Student,Aries,B,6
706237,male,27,Arts,Cancer,B,36
3577690,male,23,Internet,Aries,B,23
3523337,male,27,indUnk,Cancer,B,24
3290845,female,35,indUnk,Leo,C,4
4311128,male,23,Education,Scorpio,B,3
4067273,male,26,Arts,Aquarius,B,1
3951313,female,15,Student,Gemini,A,60
1493879,male,24,Transportation,Virgo,B,61
3545779,female,33,Government,Taurus,C,33
1713442,male,34,Education,Aquarius,C,797
3682212,female,27,indUnk,Leo,B,49
3976308,male,14,indUnk,Cancer,A,4
3322580,male,25,Arts,Virgo,B,4
4146730,male,16,indUnk,Capricorn,A,2
3580192,male,34,Communications-Media,Leo,C,23
3901331,male,33,Communications-Media,Virgo,C,6
3677740,female,25,Education,Virgo,B,26
3974860,female,34,Fashion,Scorpio,C,13
4001081,female,17,Student,Aries,A,3
1486619,male,35,Technology,Taurus,C,52
3715883,male,16,Student,Aries,A,9
1098541,male,15,indUnk,Capricorn,A,334
3895185,female,15,Student,Virgo,A,11
3750687,male,24,indUnk,Pisces,B,16
3514661,female,16,indUnk,Taurus,A,13
3608447,female,47,indUnk,Pisces,C,16
3698850,male,25,Student,Gemini,B,13
2315846,male,15,Arts,Libra,A,19
2955971,female,43,indUnk,Gemini,C,81
4186320,male,16,indUnk,Pisces,A,27
3752768,female,16,Student,Pisces,A,36
3815747,female,15,Student,Gemini,A,4
3059270,male,17,Student,Taurus,A,2
2916583,female,17,Student,Gemini,A,72
3981322,male,14,Student,Virgo,A,3
3400459,male,17,indUnk,Virgo,A,4
3350097,female,37,BusinessServices,Taurus,C,6
3082254,male,16,indUnk,Aquarius,A,16
4104405,male,17,Student,Pisces,A,3
966107,male,27,Technology,Sagittarius,B,21
4029385,male,25,Internet,Leo,B,14
3663432,female,14,Education,Virgo,A,8
3755596,female,47,Law,Virgo,C,23
3418171,male,15,HumanResources,Aquarius,A,19
4012452,female,25,indUnk,Aries,B,3
2383253,female,16,Student,Virgo,A,85
2952952,female,16,LawEnforcement-Security,Cancer,A,8
3855157,female,25,Marketing,Scorpio,B,26
3641131,male,25,Law,Taurus,B,55
3343042,female,38,indUnk,Taurus,C,12
3663117,female,17,indUnk,Aquarius,A,12
4172458,female,14,indUnk,Aquarius,A,1
3743880,male,16,Student,Capricorn,A,20
2002478,male,25,Science,Sagittarius,B,299
3810138,male,15,indUnk,Aries,A,3
4193797,male,44,Engineering,Cancer,C,17
4262922,female,15,indUnk,Taurus,A,12
3482717,female,15,indUnk,Cancer,A,11
2520679,female,27,indUnk,Cancer,B,19
3930698,female,17,Student,Pisces,A,8
3913533,female,37,Government,Leo,C,13
3947700,male,15,Student,Cancer,A,3
4094394,female,39,indUnk,Aquarius,C,31
3399661,male,15,indUnk,Capricorn,A,25
4142755,female,17,Student,Scorpio,A,2
2880521,male,16,indUnk,Virgo,A,8
3557278,female,17,Student,Aquarius,A,69
3311864,female,25,Communications-Media,Leo,B,2
3298938,female,17,Student,Aries,A,28
4142700,male,26,indUnk,Taurus,B,17
2098454,female,27,indUnk,Virgo,B,8
3456775,male,37,Technology,Scorpio,C,10
748386,female,26,Internet,Taurus,B,31
4091194,female,16,Fashion,Libra,A,8
3477300,male,36,Technology,Leo,C,55
3366496,male,26,Internet,Scorpio,B,9
3766173,male,16,Education,Scorpio,A,4
3954835,female,15,Architecture,Scorpio,A,12
3147307,male,15,Student,Gemini,A,157
3441045,male,17,Science,Scorpio,A,19
3659252,male,23,Student,Libra,B,37
1723527,male,41,indUnk,Virgo,C,114
4072235,male,15,indUnk,Virgo,A,7
988941,female,17,Student,Capricorn,A,1534
3837608,male,24,Communications-Media,Sagittarius,B,4
3883774,female,16,Student,Scorpio,A,16
4117758,female,35,indUnk,Taurus,C,3
902155,male,17,Non-Profit,Taurus,A,14
3875922,female,17,Student,Pisces,A,26
3104340,female,14,Education,Pisces,A,38
3638850,female,27,Tourism,Virgo,B,17
4217666,male,26,Government,Taurus,B,5
4334925,female,24,indUnk,Virgo,B,1
3754294,female,24,LawEnforcement-Security,Taurus,B,27
3809970,male,26,Communications-Media,Aries,B,11
4154700,male,27,Education,Pisces,B,10
4130944,female,37,Education,Aries,C,27
4278694,female,24,Technology,Virgo,B,15
3418730,male,17,indUnk,Pisces,A,8
3704081,female,17,Student,Pisces,A,26
3435714,male,17,Student,Capricorn,A,12
3768768,female,23,Education,Cancer,B,13
4130728,male,24,Technology,Virgo,B,5
3428753,male,33,Internet,Sagittarius,C,18
3349464,female,15,indUnk,Sagittarius,A,6
4148541,male,15,Student,Scorpio,A,13
4066337,male,25,Communications-Media,Leo,B,36
4327103,female,26,Non-Profit,Aquarius,B,1
4152549,male,17,indUnk,Gemini,A,4
575672,male,17,indUnk,Gemini,A,50
3415693,male,14,indUnk,Leo,A,89
3369489,male,16,indUnk,Libra,A,18
3912526,female,26,indUnk,Pisces,B,54
3819196,male,16,indUnk,Leo,A,2
4104741,male,25,Government,Aquarius,B,5
4295392,female,16,Student,Libra,A,4
4060612,male,23,Communications-Media,Scorpio,B,2
4161232,male,15,indUnk,Taurus,A,9
3756581,male,16,Student,Aquarius,A,16
3371063,male,15,indUnk,Aquarius,A,9
3998196,male,17,indUnk,Sagittarius,A,9
1734814,male,23,Education,Cancer,B,13
3875914,female,46,indUnk,Leo,C,117
4090275,female,27,Transportation,Taurus,B,8
3763501,male,15,indUnk,Pisces,A,17
2340073,female,16,indUnk,Taurus,A,50
3312592,male,26,Non-Profit,Cancer,B,10
3824594,male,27,Advertising,Virgo,B,31
656452,male,27,Communications-Media,Sagittarius,B,8
4006735,female,15,indUnk,Scorpio,A,4
4251553,male,24,Internet,Pisces,B,5
775493,male,23,Accounting,Cancer,B,119
3880045,female,13,Student,Libra,A,11
3013483,male,16,Student,Cancer,A,11
3722844,male,26,Technology,Cancer,B,9
3636119,male,27,Technology,Pisces,B,12
3865169,female,15,indUnk,Aries,A,14
3135317,female,33,Law,Taurus,C,69
3246789,male,48,Tourism,Capricorn,C,27
3340979,female,14,Student,Pisces,A,45
4118610,male,17,Student,Leo,A,4
2935223,male,17,Student,Aries,A,124
2988609,female,23,Student,Libra,B,16
3703546,female,14,Student,Libra,A,7
3309637,male,23,indUnk,Leo,B,3
4081161,female,17,Student,Cancer,A,13
3776017,female,17,Student,Libra,A,44
2752410,male,17,Military,Virgo,A,104
3636063,female,23,Communications-Media,Leo,B,17
3362382,male,14,Education,Gemini,A,8
2772400,male,27,Manufacturing,Cancer,B,212
1273538,male,23,Advertising,Taurus,B,83
946506,female,25,Education,Aquarius,B,7
4175772,female,13,Student,Gemini,A,17
3620866,male,44,indUnk,Libra,C,3
3949574,male,24,Engineering,Libra,B,4
3552554,male,27,Government,Sagittarius,B,22
3537319,female,24,Arts,Gemini,B,27
3382633,female,23,indUnk,Libra,B,48
3781906,female,14,Student,Pisces,A,35
4320505,female,33,indUnk,Sagittarius,C,2
4236636,female,17,Student,Gemini,A,10
3834555,female,15,Student,Aries,A,15
3565077,female,16,Student,Cancer,A,43
4263493,female,23,indUnk,Aquarius,B,3
620124,female,25,Arts,Taurus,B,360
2456863,male,15,Student,Libra,A,54
3388646,male,15,indUnk,Virgo,A,4
3912019,female,35,Non-Profit,Pisces,C,4
3694461,male,16,indUnk,Gemini,A,48
2209219,female,27,indUnk,Cancer,B,127
4000590,female,17,BusinessServices,Gemini,A,4
3986440,male,23,Marketing,Leo,B,15
3884809,male,14,Student,Aries,A,9
4019544,male,26,Engineering,Taurus,B,7
3699111,male,24,indUnk,Leo,B,26
3544593,female,15,Student,Leo,A,12
3449482,male,16,Student,Cancer,A,9
3803381,male,17,Student,Aries,A,16
2424409,female,17,Student,Aries,A,39
3842512,male,16,Student,Cancer,A,4
3485704,male,16,Student,Pisces,A,1
3987877,male,23,indUnk,Virgo,B,3
3541842,female,23,indUnk,Scorpio,B,10
1772503,female,27,Consulting,Pisces,B,7
3399431,male,27,Communications-Media,Libra,B,4
3663738,female,14,Student,Cancer,A,12
1834702,female,24,indUnk,Sagittarius,B,28
3455011,male,14,indUnk,Virgo,A,8
3713271,female,15,indUnk,Leo,A,11
4309741,female,17,indUnk,Gemini,A,2
3558636,male,27,Government,Taurus,B,4
3897142,male,15,Student,Libra,A,23
3785456,female,16,indUnk,Cancer,A,8
4214405,female,33,Internet,Scorpio,C,14
3389825,female,36,Non-Profit,Aquarius,C,8
3965014,female,25,indUnk,Gemini,B,2
686132,female,26,Arts,Aquarius,B,19
3091201,male,17,Technology,Aquarius,A,11
3743351,male,14,indUnk,Cancer,A,4
3695971,female,13,Student,Capricorn,A,16
1055228,female,16,Student,Cancer,A,8
3331920,male,26,Technology,Aquarius,B,35
3498605,male,15,Student,Leo,A,53
3385182,male,24,indUnk,Pisces,B,9
2539742,female,26,indUnk,Libra,B,125
2846797,male,15,Student,Pisces,A,23
3819462,female,34,indUnk,Aries,C,5
4033806,male,17,Student,Scorpio,A,10
3382046,male,36,Engineering,Pisces,C,1
4099562,male,23,Student,Leo,B,5
4152653,female,16,Student,Aries,A,26
3676832,female,23,indUnk,Cancer,B,12
4188004,female,17,Student,Taurus,A,1
2705696,male,26,indUnk,Taurus,B,186
3981885,female,24,indUnk,Gemini,B,3
3352255,female,24,Law,Libra,B,8
3689562,female,26,Science,Scorpio,B,8
3388444,male,24,Communications-Media,Leo,B,9
3772975,male,15,indUnk,Leo,A,26
3674948,male,16,Student,Sagittarius,A,6
3886866,female,16,Student,Taurus,A,10
3404093,female,25,Arts,Aries,B,4
3484172,female,27,indUnk,Virgo,B,11
3488121,female,13,indUnk,Pisces,A,5
3325543,male,17,indUnk,Leo,A,9
3373358,female,16,indUnk,Libra,A,36
3739064,male,24,Technology,Aries,B,9
3864148,female,33,Arts,Gemini,C,39
4169968,female,17,Student,Aries,A,4
3950924,male,24,Non-Profit,Leo,B,3
3951963,female,15,Student,Sagittarius,A,10
2631500,male,26,Technology,Pisces,B,17
3956585,female,33,indUnk,Capricorn,C,1
3483108,female,23,Arts,Cancer,B,9
3325029,female,24,indUnk,Gemini,B,6
3121099,male,38,Tourism,Cancer,C,43
3235391,female,13,indUnk,Taurus,A,11
4186250,male,16,Student,Leo,A,2
3446038,male,24,Technology,Libra,B,23
3397898,male,26,indUnk,Virgo,B,9
676414,male,25,BusinessServices,Gemini,B,75
3654939,male,27,indUnk,Cancer,B,10
3718134,male,25,Arts,Scorpio,B,80
3584405,male,27,Communications-Media,Taurus,B,27
3451587,male,48,indUnk,Capricorn,C,6
3922150,male,16,Communications-Media,Leo,A,9
4336267,male,27,Student,Aries,B,6
3636647,male,14,indUnk,Pisces,A,14
3487510,male,26,Publishing,Virgo,B,9
3783122,male,26,Student,Cancer,B,9
3501167,female,24,indUnk,Aquarius,B,75
2153234,male,27,Religion,Pisces,B,82
3437276,male,24,Student,Gemini,B,47
4199861,male,27,Student,Capricorn,B,88
3972509,male,16,indUnk,Aries,A,35
3972921,male,35,Technology,Aries,C,4
4088212,female,17,Student,Virgo,A,1
3313382,male,34,Science,Leo,C,55
3629349,male,17,Student,Aries,A,33
3483504,female,16,Chemicals,Aquarius,A,12
3389492,female,27,LawEnforcement-Security,Virgo,B,10
3618189,male,14,indUnk,Aquarius,A,19
419281,female,15,indUnk,Aries,A,21
3516947,female,15,indUnk,Cancer,A,9
4246925,female,14,Science,Taurus,A,15
3951119,female,15,Student,Leo,A,11
3951504,female,26,Advertising,Capricorn,B,14
4211498,female,14,indUnk,Aries,A,7
3780716,female,17,Student,Aries,A,7
3718323,male,25,Technology,Virgo,B,19
3501296,male,23,indUnk,Gemini,B,3
4038284,female,15,Student,Taurus,A,9
4128020,female,24,Fashion,Cancer,B,4
3471372,male,39,Architecture,Sagittarius,C,11
3370474,male,17,Student,Pisces,A,25
4199896,male,17,indUnk,Aries,A,9
3215088,male,23,Education,Gemini,B,56
3822746,female,15,indUnk,Gemini,A,5
2811560,female,15,Student,Sagittarius,A,78
3807209,female,17,Student,Capricorn,A,5
4260563,male,13,indUnk,Libra,A,6
3785845,female,15,Arts,Aries,A,13
3116578,female,14,indUnk,Leo,A,3
3205824,female,26,Education,Cancer,B,13
3941493,male,24,indUnk,Capricorn,B,18
4227293,female,17,Law,Taurus,A,9
2040049,female,17,indUnk,Scorpio,A,160
3306336,female,16,indUnk,Capricorn,A,149
3471653,female,26,Student,Cancer,B,54
3646235,male,26,Student,Pisces,B,19
899153,female,27,Religion,Gemini,B,401
3407616,male,24,Banking,Gemini,B,8
4150814,male,36,Banking,Cancer,C,1
1675405,female,17,Student,Leo,A,122
3677281,male,47,indUnk,Pisces,C,9
3440336,female,23,Arts,Virgo,B,52
3962370,female,17,Non-Profit,Virgo,A,4
3829239,female,15,Student,Sagittarius,A,19
3356555,female,13,Student,Aries,A,5
3796315,male,23,Student,Leo,B,12
2553577,male,25,indUnk,Aries,B,2
871501,female,27,Marketing,Gemini,B,119
3639232,female,23,indUnk,Taurus,B,9
306435,male,24,Technology,Libra,B,200
4060391,male,25,BusinessServices,Taurus,B,19
3788199,male,37,Government,Scorpio,C,3
3981812,male,27,Religion,Libra,B,17
4227266,male,35,Arts,Aries,C,17
4224880,male,23,Tourism,Leo,B,25
4003806,female,25,Engineering,Pisces,B,19
3304937,male,34,Arts,Pisces,C,9
3475218,male,16,Government,Libra,A,6
1619927,female,15,indUnk,Gemini,A,149
3712172,male,17,Student,Pisces,A,56
4041849,female,27,Technology,Aquarius,B,122
3712224,male,17,Student,Sagittarius,A,9
2458847,male,24,Education,Virgo,B,16
4124586,female,23,Engineering,Aries,B,24
4058383,female,35,indUnk,Gemini,C,3
4260949,male,17,Student,Aquarius,A,3
1402277,female,23,Agriculture,Pisces,B,34
3354042,male,16,indUnk,Taurus,A,2
4115248,male,36,Internet,Gemini,C,2
4156867,female,16,Student,Sagittarius,A,11
3638204,male,36,Engineering,Libra,C,6
3334411,female,38,indUnk,Gemini,C,215
3134268,male,17,Student,Aquarius,A,5
3556967,male,17,Student,Pisces,A,26
3493154,female,38,Science,Aries,C,3
3359291,female,25,indUnk,Cancer,B,21
267072,female,33,Arts,Pisces,C,6
3660229,male,17,Student,Pisces,A,10
3302604,male,26,Student,Taurus,B,25
3004257,male,17,Non-Profit,Aquarius,A,84
2606936,female,17,Student,Virgo,A,81
3605010,female,35,indUnk,Virgo,C,20
1067319,male,26,Non-Profit,Aries,B,97
3790676,female,24,Agriculture,Pisces,B,56
3210223,female,16,indUnk,Aquarius,A,28
3323220,female,17,Student,Virgo,A,7
3584740,male,14,Non-Profit,Libra,A,8
3320661,male,16,indUnk,Scorpio,A,6
4159290,female,17,Student,Sagittarius,A,13
4151204,female,40,HumanResources,Scorpio,C,10
3950756,female,33,indUnk,Virgo,C,2
4151983,male,15,Student,Pisces,A,6
4021161,male,24,Military,Capricorn,B,9
1985677,female,24,indUnk,Virgo,B,114
3448540,female,17,indUnk,Virgo,A,6
3427226,female,14,Student,Taurus,A,9
3362491,female,17,Arts,Sagittarius,A,16
3518155,male,24,Technology,Pisces,B,138
2217862,female,42,indUnk,Scorpio,C,7
3816561,male,17,Sports-Recreation,Aquarius,A,1
3669980,female,15,indUnk,Gemini,A,6
4045268,male,35,indUnk,Aries,C,15
4252830,female,15,Student,Pisces,A,3
3806025,female,23,indUnk,Sagittarius,B,5
3840157,female,14,Student,Scorpio,A,14
3764504,male,17,Student,Gemini,A,30
3833953,female,15,Student,Scorpio,A,11
3607859,male,24,Science,Scorpio,B,44
4126717,male,26,Internet,Scorpio,B,12
3709082,female,23,Accounting,Cancer,B,48
3404126,male,17,indUnk,Aries,A,16
2938065,female,23,indUnk,Capricorn,B,164
4089416,female,14,indUnk,Aquarius,A,2
3873635,female,16,Student,Pisces,A,12
3525345,female,17,Student,Leo,A,31
4031533,female,33,Sports-Recreation,Virgo,C,62
3912595,female,17,indUnk,Taurus,A,20
4310181,female,27,indUnk,Aries,B,1
4155748,female,23,Arts,Capricorn,B,6
3310600,female,23,indUnk,Leo,B,136
3570813,female,24,indUnk,Gemini,B,80
4056423,male,26,indUnk,Scorpio,B,1
3326743,male,17,Student,Sagittarius,A,23
4275659,female,15,indUnk,Aquarius,A,3
3552917,female,17,Student,Taurus,A,9
3443175,female,25,Communications-Media,Gemini,B,13
3964121,male,15,Student,Scorpio,A,7
3387014,female,34,indUnk,Aquarius,C,2
4276062,male,26,Advertising,Virgo,B,3
808956,female,25,Government,Aries,B,41
1651174,male,24,indUnk,Leo,B,17
3693557,male,33,indUnk,Leo,C,15
3887186,female,36,Education,Virgo,C,11
1549052,male,16,Education,Scorpio,A,31
4074179,male,25,Communications-Media,Leo,B,2
3315927,male,17,Student,Taurus,A,16
3568373,female,25,Student,Capricorn,B,12
3557770,female,13,indUnk,Capricorn,A,6
4318100,female,25,Fashion,Cancer,B,2
2909865,male,17,indUnk,Cancer,A,23
3585861,female,14,indUnk,Taurus,A,12
3584504,male,17,indUnk,Leo,A,50
3448381,male,27,Student,Leo,B,8
3426508,male,15,indUnk,Taurus,A,8
1517450,male,26,indUnk,Virgo,B,52
3987840,female,27,Advertising,Pisces,B,3
3751913,female,26,Arts,Aquarius,B,67
3641730,male,23,LawEnforcement-Security,Aries,B,17
3090125,male,16,indUnk,Capricorn,A,18
4211628,female,14,indUnk,Libra,A,8
1363719,female,36,Education,Taurus,C,117
1685295,female,17,Student,Capricorn,A,393
3332005,male,36,Technology,Capricorn,C,2
3999282,male,24,Student,Aries,B,15
3553916,female,17,Student,Cancer,A,3
3937842,female,27,indUnk,Virgo,B,4
3420059,male,27,Construction,Virgo,B,1
3784976,female,16,Student,Aquarius,A,34
2890101,female,39,indUnk,Pisces,C,7
3848091,female,16,Student,Scorpio,A,6
1016738,male,26,Publishing,Libra,B,242
4185422,female,15,Education,Virgo,A,13
3809309,male,24,indUnk,Aries,B,6
3925654,female,24,Student,Taurus,B,20
1464756,female,23,Military,Pisces,B,53
3461829,male,24,Student,Sagittarius,B,2
4011706,female,13,Military,Taurus,A,42
3047988,male,16,Student,Sagittarius,A,6
4061802,male,34,indUnk,Gemini,C,5
3570245,female,24,indUnk,Taurus,B,13
4148876,male,16,indUnk,Aries,A,46
3907320,male,23,indUnk,Sagittarius,B,5
3739094,female,15,indUnk,Aries,A,14
2163386,male,26,Government,Taurus,B,681
3560803,male,16,Student,Pisces,A,2
4117552,female,34,Accounting,Leo,C,16
4022515,female,17,Student,Pisces,A,24
3529499,male,27,Technology,Aquarius,B,7
4095927,male,15,Biotech,Libra,A,17
3593261,male,15,Student,Libra,A,13
3315312,male,17,Student,Sagittarius,A,12
3838891,female,25,indUnk,Aries,B,29
1754530,female,17,indUnk,Aquarius,A,40
3386324,female,35,indUnk,Taurus,C,139
1742127,male,17,Student,Capricorn,A,19
3752323,male,24,Science,Gemini,B,5
3306343,male,26,Manufacturing,Leo,B,5
3008380,female,16,Student,Taurus,A,41
3725910,male,24,Technology,Taurus,B,3
3643349,female,27,indUnk,Pisces,B,3
3553662,female,35,indUnk,Pisces,C,42
4090308,female,23,Student,Gemini,B,2
3962812,male,17,indUnk,Scorpio,A,16
598025,female,23,indUnk,Aquarius,B,8
4262451,female,26,Non-Profit,Aries,B,1
1163257,female,24,indUnk,Gemini,B,42
3563088,female,17,indUnk,Leo,A,9
3955142,male,25,Non-Profit,Virgo,B,20
4243827,female,23,Student,Libra,B,3
4050925,female,16,Student,Virgo,A,15
3246978,male,25,Student,Aries,B,12
3787328,male,25,Marketing,Virgo,B,27
3690800,male,25,indUnk,Pisces,B,2
4130921,female,33,indUnk,Cancer,C,5
4165765,male,25,Education,Libra,B,7
3505405,male,26,indUnk,Pisces,B,4
1352859,female,26,indUnk,Sagittarius,B,88
3451421,male,23,Student,Taurus,B,15
4153600,female,16,Student,Gemini,A,16
4292978,female,25,Fashion,Gemini,B,6
4236023,male,17,Student,Taurus,A,6
4042414,female,33,indUnk,Virgo,C,42
3433970,female,15,indUnk,Gemini,A,25
4323050,female,16,Student,Leo,A,2
3713700,male,15,indUnk,Aries,A,33
700788,male,23,indUnk,Sagittarius,B,577
3736696,male,17,Engineering,Scorpio,A,7
3889796,male,14,indUnk,Pisces,A,23
4070526,female,24,Telecommunications,Aquarius,B,5
4130623,female,26,indUnk,Cancer,B,5
3646845,male,16,indUnk,Cancer,A,31
3828094,female,25,Education,Leo,B,5
4144922,female,14,indUnk,Aquarius,A,2
3338798,male,24,Student,Cancer,B,3
2889784,female,17,Education,Virgo,A,113
4079820,male,16,Education,Capricorn,A,3
3808580,female,16,indUnk,Cancer,A,25
1493200,male,39,indUnk,Aries,C,43
4086028,male,17,Student,Scorpio,A,6
3357453,female,16,Student,Aries,A,10
3423289,female,23,Arts,Leo,B,15
3556007,female,16,Student,Scorpio,A,50
3371325,female,25,Technology,Libra,B,6
3367064,female,26,indUnk,Taurus,B,7
3991685,male,23,Military,Sagittarius,B,23
3881543,male,24,Military,Gemini,B,27
2871824,male,24,Engineering,Leo,B,128
3746537,female,16,Student,Gemini,A,11
2915945,female,14,indUnk,Taurus,A,69
3060999,female,14,indUnk,Libra,A,26
3935789,male,23,Engineering,Libra,B,1
1791111,male,17,indUnk,Leo,A,66
3963511,female,33,Non-Profit,Aries,C,3
3783586,female,15,indUnk,Virgo,A,58
3635340,male,16,indUnk,Virgo,A,4
4082385,male,26,indUnk,Aquarius,B,7
3546791,female,13,indUnk,Pisces,A,8
1689280,female,27,indUnk,Leo,B,350
3759449,male,25,Military,Virgo,B,29
3826382,male,17,Student,Aquarius,A,51
1725978,male,24,indUnk,Sagittarius,B,45
3874102,female,16,Student,Taurus,A,3
4073418,male,37,indUnk,Cancer,C,26
3553520,female,16,Student,Aries,A,89
3682418,male,25,indUnk,Gemini,B,20
2664554,male,35,indUnk,Libra,C,20
3511677,male,34,Publishing,Capricorn,C,9
3524145,male,17,Student,Cancer,A,51
3650340,male,15,Student,Gemini,A,12
3589910,female,17,Education,Virgo,A,15
4067116,female,38,Education,Sagittarius,C,7
3446654,male,25,Telecommunications,Cancer,B,2
3063831,male,23,indUnk,Gemini,B,40
2952959,female,24,indUnk,Capricorn,B,7
3506939,female,47,indUnk,Cancer,C,174
71075,female,24,Student,Sagittarius,B,3
4030244,female,27,indUnk,Pisces,B,11
4045471,male,27,Biotech,Virgo,B,41
3690949,female,15,Student,Libra,A,7
4127223,female,17,Student,Cancer,A,6
3308942,female,16,indUnk,Aquarius,A,6
3949493,male,25,indUnk,Scorpio,B,30
3419065,female,13,Student,Sagittarius,A,11
2479099,female,25,Sports-Recreation,Cancer,B,156
3996944,male,16,indUnk,Pisces,A,3
3917252,female,24,indUnk,Sagittarius,B,5
1127124,male,25,indUnk,Gemini,B,653
498484,female,24,Tourism,Gemini,B,6
2802245,male,15,Student,Virgo,A,160
2964073,male,16,Student,Taurus,A,23
2169579,female,24,Student,Virgo,B,201
3966219,male,23,indUnk,Libra,B,4
4142218,male,23,Sports-Recreation,Gemini,B,14
3743035,male,17,Student,Cancer,A,13
4123482,female,16,indUnk,Virgo,A,9
2580350,male,24,Technology,Scorpio,B,6
3420555,female,16,Student,Scorpio,A,2
3931176,female,14,indUnk,Sagittarius,A,18
3176541,male,34,Transportation,Aquarius,C,132
3662307,female,23,Technology,Capricorn,B,42
3798176,female,24,indUnk,Capricorn,B,23
3936081,female,15,Student,Pisces,A,5
1113052,female,25,indUnk,Cancer,B,28
3469096,female,16,indUnk,Aquarius,A,8
3864402,female,26,Banking,Cancer,B,4
3819218,female,25,Communications-Media,Aries,B,9
4162455,male,40,Internet,Cancer,C,4
3408761,female,23,Chemicals,Capricorn,B,191
4145655,male,17,Student,Aquarius,A,48
3878670,male,34,indUnk,Taurus,C,2
1852920,female,25,indUnk,Sagittarius,B,74
3427547,female,23,Student,Aquarius,B,2
3961750,male,26,Internet,Capricorn,B,2
3764458,male,14,Student,Capricorn,A,6
4257465,female,24,Arts,Aquarius,B,4
4271668,male,17,Student,Gemini,A,7
3845500,male,33,Education,Taurus,C,11
4022877,male,37,indUnk,Capricorn,C,34
1042993,male,15,Student,Sagittarius,A,111
3447366,male,25,indUnk,Aries,B,3
3486652,male,24,Technology,Aquarius,B,13
3409695,male,23,Student,Gemini,B,3
4197491,male,16,Education,Scorpio,A,18
2559993,female,17,Student,Aries,A,78
4017447,male,16,Student,Scorpio,A,7
3444841,female,23,indUnk,Aquarius,B,22
3678188,male,25,Government,Pisces,B,8
2539230,female,16,Student,Cancer,A,75
4203226,female,17,Student,Virgo,A,31
4130270,male,15,Student,Virgo,A,3
3512033,male,16,Student,Capricorn,A,17
3292900,male,24,Student,Pisces,B,4
4165917,female,17,Education,Cancer,A,3
3407461,male,24,Engineering,Leo,B,21
3443718,female,25,Engineering,Aries,B,31
3717118,male,42,indUnk,Aries,C,16
1335479,male,37,Religion,Cancer,C,217
4119051,male,26,Marketing,Gemini,B,11
4038871,male,33,Marketing,Taurus,C,16
3342767,male,17,indUnk,Virgo,A,28
3432907,female,13,Student,Taurus,A,5
3695708,male,33,Technology,Libra,C,3
4334761,female,13,Education,Aquarius,A,56
3862846,female,25,indUnk,Pisces,B,15
3420072,male,16,Student,Libra,A,17
3885000,female,13,Student,Aries,A,5
3670450,female,14,indUnk,Cancer,A,5
3374082,male,23,Student,Pisces,B,21
3473324,female,23,Science,Gemini,B,7
4013598,male,26,Government,Scorpio,B,3
3482373,male,25,Tourism,Pisces,B,6
3816993,male,45,Student,Taurus,C,26
2432036,female,26,Advertising,Cancer,B,245
3777485,female,25,indUnk,Leo,B,18
3463615,male,15,Student,Aries,A,6
3567154,female,15,Student,Pisces,A,25
4039232,female,39,indUnk,Capricorn,C,34
4125083,female,23,Telecommunications,Libra,B,5
2883923,male,35,RealEstate,Gemini,C,10
